Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer_ID,Country,revenue
522711,15034,PAPER POCKET TRAVELING FAN ,1,9/16/2010 11:40:00,0.14,17348,United Kingdom,0.14
576695,15034,PAPER POCKET TRAVELING FAN ,1,11/16/2011 12:25:00,0.14,16469,United Kingdom,0.14
537196,15034,PAPER POCKET TRAVELING FAN ,1,12/5/2010 13:55:00,0.14,15426,United Kingdom,0.14
537196,15034,PAPER POCKET TRAVELING FAN ,1,12/5/2010 13:55:00,0.14,15426,United Kingdom,0.14
537222,15034,PAPER POCKET TRAVELING FAN ,1,12/5/2010 16:00:00,0.14,14404,United Kingdom,0.14
511481,15034,PAPER POCKET TRAVELING FAN ,1,6/8/2010 14:00:00,0.14,15353,United Kingdom,0.14
517552,15034,PAPER POCKET TRAVELING FAN ,1,7/29/2010 18:49:00,0.14,13969,United Kingdom,0.14
537222,15034,PAPER POCKET TRAVELING FAN ,1,12/5/2010 16:00:00,0.14,14404,United Kingdom,0.14
535590,16218,CARTOON  PENCIL SHARPENERS,1,11/26/2010 16:20:00,0.16,17218,United Kingdom,0.16
515907,16216,LETTER SHAPE PENCIL SHARPENER,1,7/15/2010 13:13:00,0.16,13564,United Kingdom,0.16
578036,M,Manual,2,11/22/2011 14:04:00,0.08,16474,United Kingdom,0.16
535805,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1,11/28/2010 15:04:00,0.18,15583,United Kingdom,0.18
543535,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1,2/9/2011 13:37:00,0.18,17537,United Kingdom,0.18
531440,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1,11/8/2010 12:28:00,0.18,16470,United Kingdom,0.18
537351,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1,12/6/2010 12:23:00,0.18,16898,United Kingdom,0.18
533755,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1,11/18/2010 14:25:00,0.18,15571,United Kingdom,0.18
521148,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1,9/2/2010 13:27:00,0.18,16065,United Kingdom,0.18
513410,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1,6/24/2010 12:11:00,0.18,15051,United Kingdom,0.18
537351,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1,12/6/2010 12:23:00,0.18,16898,United Kingdom,0.18
535805,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1,11/28/2010 15:04:00,0.18,15583,United Kingdom,0.18
533458,18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1,11/17/2010 12:03:00,0.18,16006,United Kingdom,0.18
490494,84206A,3 BLACK CATS W HEARTS BLANK CARD,1,12/6/2009 13:29:00,0.19,17561,United Kingdom,0.19
574682,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,11/6/2011 12:44:00,0.19,14963,United Kingdom,0.19
524322,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,9/28/2010 14:33:00,0.19,16710,United Kingdom,0.19
566033,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,9/8/2011 13:07:00,0.19,16031,United Kingdom,0.19
580523,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,12/4/2011 15:00:00,0.19,17827,United Kingdom,0.19
489824,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,12/2/2009 13:33:00,0.19,16797,United Kingdom,0.19
580523,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,12/4/2011 15:00:00,0.19,17827,United Kingdom,0.19
543273,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,2/6/2011 11:29:00,0.19,16456,United Kingdom,0.19
555560,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,6/5/2011 14:20:00,0.19,17346,United Kingdom,0.19
574682,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,11/6/2011 12:44:00,0.19,14963,United Kingdom,0.19
566033,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,9/8/2011 13:07:00,0.19,16031,United Kingdom,0.19
543273,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,2/6/2011 11:29:00,0.19,16456,United Kingdom,0.19
577511,21650,ASSORTED TUTTI FRUTTI BRACELET,1,11/20/2011 12:53:00,0.19,17561,United Kingdom,0.19
575943,21650,ASSORTED TUTTI FRUTTI BRACELET,1,11/13/2011 11:44:00,0.19,17920,United Kingdom,0.19
564356,21650,ASSORTED TUTTI FRUTTI BRACELET,1,8/24/2011 15:47:00,0.19,13969,United Kingdom,0.19
527065,35607B,BLACK FEATHER CHRISTMAS DECORATION,1,10/14/2010 13:57:00,0.19,17751,United Kingdom,0.19
545690,35607B,BLACK FEATHER CHRISTMAS DECORATION,1,3/6/2011 12:46:00,0.19,13263,United Kingdom,0.19
530085,35607B,BLACK FEATHER CHRISTMAS DECORATION,1,11/1/2010 13:26:00,0.19,17315,United Kingdom,0.19
492659,35633B,BLUE TINSEL GARLAND ,1,12/17/2009 17:54:00,0.19,16720,United Kingdom,0.19
492593,35633B,BLUE TINSEL GARLAND ,1,12/17/2009 15:44:00,0.19,15917,United Kingdom,0.19
574063,85094,CANDY SPOT EGG WARMER RABBIT,1,11/2/2011 14:31:00,0.19,13271,United Kingdom,0.19
574063,85094,CANDY SPOT EGG WARMER RABBIT,1,11/2/2011 14:31:00,0.19,13271,United Kingdom,0.19
490494,84206C,CHAMPAGNE TRAY BLANK CARD,1,12/6/2009 13:29:00,0.19,17561,United Kingdom,0.19
508627,84206C,CHAMPAGNE TRAY BLANK CARD,1,5/17/2010 14:15:00,0.19,16932,United Kingdom,0.19
570230,22339,CHRISTMAS TREE PAINTED ZINC ,1,10/9/2011 13:41:00,0.19,18088,United Kingdom,0.19
570455,22268,DECORATION SITTING BUNNY,1,10/10/2011 15:27:00,0.19,14529,United Kingdom,0.19
570197,22268,DECORATION SITTING BUNNY,1,10/7/2011 15:45:00,0.19,13755,United Kingdom,0.19
573415,22268,DECORATION SITTING BUNNY,1,10/30/2011 16:17:00,0.19,13607,United Kingdom,0.19
580027,22266,EASTER DECORATION HANGING BUNNY,1,12/1/2011 12:01:00,0.19,14178,United Kingdom,0.19
555853,22266,EASTER DECORATION HANGING BUNNY,1,6/7/2011 13:44:00,0.19,14375,United Kingdom,0.19
569546,22266,EASTER DECORATION HANGING BUNNY,1,10/4/2011 16:39:00,0.19,15276,United Kingdom,0.19
579690,22266,EASTER DECORATION HANGING BUNNY,1,11/30/2011 14:03:00,0.19,15060,United Kingdom,0.19
569224,22266,EASTER DECORATION HANGING BUNNY,1,10/2/2011 14:00:00,0.19,15701,United Kingdom,0.19
498578,72232,FENG SHUI PILLAR CANDLE,1,2/21/2010 14:18:00,0.19,13980,United Kingdom,0.19
540647,72232,FENG SHUI PILLAR CANDLE,1,1/10/2011 14:57:00,0.19,17406,United Kingdom,0.19
492176,35271S,GOLD PRINT PAPER BAG,1,12/15/2009 15:21:00,0.19,17841,United Kingdom,0.19
517723,46115B,GREEN POP ART MAO CUSHION COVER ,1,8/1/2010 12:48:00,0.19,14878,United Kingdom,0.19
525856,46115B,GREEN POP ART MAO CUSHION COVER ,1,10/7/2010 13:05:00,0.19,13569,United Kingdom,0.19
517723,84251G,"GREETING CARD, OVERCROWDED POOL.",1,8/1/2010 12:48:00,0.19,14878,United Kingdom,0.19
517723,84251G,"GREETING CARD, OVERCROWDED POOL.",1,8/1/2010 12:48:00,0.19,14878,United Kingdom,0.19
519188,84251G,"GREETING CARD, OVERCROWDED POOL.",1,8/13/2010 16:17:00,0.19,14693,United Kingdom,0.19
517723,84251F,"GREETING CARD, RITA",1,8/1/2010 12:48:00,0.19,14878,United Kingdom,0.19
519188,84251F,"GREETING CARD, RITA",1,8/13/2010 16:17:00,0.19,14693,United Kingdom,0.19
522281,84251F,"GREETING CARD, RITA",1,9/13/2010 12:56:00,0.19,16374,United Kingdom,0.19
568212,84251B,"GREETING CARD, STICKY GORDON",1,9/25/2011 16:05:00,0.19,15154,United Kingdom,0.19
519188,84251B,"GREETING CARD, STICKY GORDON",1,8/13/2010 16:17:00,0.19,14693,United Kingdom,0.19
517723,84251B,"GREETING CARD, STICKY GORDON",1,8/1/2010 12:48:00,0.19,14878,United Kingdom,0.19
519188,84251C,"GREETING CARD, TWO SISTERS.",1,8/13/2010 16:17:00,0.19,14693,United Kingdom,0.19
561112,85194S,HANGING SPRING FLOWER EGG SMALL,1,7/25/2011 11:53:00,0.19,14606,United Kingdom,0.19
520207,84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,1,8/24/2010 16:14:00,0.19,15666,United Kingdom,0.19
578781,84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,1,11/25/2011 11:54:00,0.19,15872,United Kingdom,0.19
520207,84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,1,8/24/2010 16:14:00,0.19,15666,United Kingdom,0.19
575059,22161,HEART DECORATION RUSTIC HANGING ,1,11/8/2011 12:25:00,0.19,14071,United Kingdom,0.19
578942,22161,HEART DECORATION RUSTIC HANGING ,1,11/27/2011 13:29:00,0.19,17288,United Kingdom,0.19
571054,22161,HEART DECORATION RUSTIC HANGING ,1,10/13/2011 13:58:00,0.19,14234,United Kingdom,0.19
574716,22161,HEART DECORATION RUSTIC HANGING ,1,11/6/2011 14:33:00,0.19,14502,United Kingdom,0.19
574716,22161,HEART DECORATION RUSTIC HANGING ,1,11/6/2011 14:33:00,0.19,14502,United Kingdom,0.19
571054,22161,HEART DECORATION RUSTIC HANGING ,1,10/13/2011 13:58:00,0.19,14234,United Kingdom,0.19
574686,22161,HEART DECORATION RUSTIC HANGING ,1,11/6/2011 13:00:00,0.19,17608,United Kingdom,0.19
555853,22161,HEART DECORATION RUSTIC HANGING ,1,6/7/2011 13:44:00,0.19,14375,United Kingdom,0.19
571883,22161,HEART DECORATION RUSTIC HANGING ,1,10/19/2011 13:58:00,0.19,14704,United Kingdom,0.19
573359,22161,HEART DECORATION RUSTIC HANGING ,1,10/30/2011 12:48:00,0.19,14178,United Kingdom,0.19
555853,22161,HEART DECORATION RUSTIC HANGING ,1,6/7/2011 13:44:00,0.19,14375,United Kingdom,0.19
576066,22161,HEART DECORATION RUSTIC HANGING ,1,11/13/2011 15:44:00,0.19,16898,United Kingdom,0.19
564962,22161,HEART DECORATION RUSTIC HANGING ,1,8/31/2011 14:35:00,0.19,17777,United Kingdom,0.19
555853,22161,HEART DECORATION RUSTIC HANGING ,1,6/7/2011 13:44:00,0.19,14375,United Kingdom,0.19
558705,21386,IVORY HANGING DECORATION  EGG,1,7/1/2011 12:52:00,0.19,12748,United Kingdom,0.19
575964,21386,IVORY HANGING DECORATION  EGG,1,11/13/2011 12:31:00,0.19,15021,United Kingdom,0.19
571054,21386,IVORY HANGING DECORATION  EGG,1,10/13/2011 13:58:00,0.19,14234,United Kingdom,0.19
564743,20996,JAZZ HEARTS ADDRESS BOOK,1,8/28/2011 15:17:00,0.19,14606,United Kingdom,0.19
566730,20996,JAZZ HEARTS ADDRESS BOOK,1,9/14/2011 13:31:00,0.19,14606,United Kingdom,0.19
572318,20996,JAZZ HEARTS ADDRESS BOOK,1,10/23/2011 16:19:00,0.19,15436,United Kingdom,0.19
575337,20996,JAZZ HEARTS ADDRESS BOOK,1,11/9/2011 14:11:00,0.19,17867,United Kingdom,0.19
581405,20996,JAZZ HEARTS ADDRESS BOOK,1,12/8/2011 13:50:00,0.19,13521,United Kingdom,0.19
556915,20996,JAZZ HEARTS ADDRESS BOOK,1,6/15/2011 13:35:00,0.19,15036,United Kingdom,0.19
555841,20996,JAZZ HEARTS ADDRESS BOOK,1,6/7/2011 12:47:00,0.19,14583,United Kingdom,0.19
558441,20996,JAZZ HEARTS ADDRESS BOOK,1,6/29/2011 12:59:00,0.19,14606,United Kingdom,0.19
559921,20996,JAZZ HEARTS ADDRESS BOOK,1,7/13/2011 15:42:00,0.19,13667,United Kingdom,0.19
572318,20996,JAZZ HEARTS ADDRESS BOOK,1,10/23/2011 16:19:00,0.19,15436,United Kingdom,0.19
555841,20996,JAZZ HEARTS ADDRESS BOOK,1,6/7/2011 12:47:00,0.19,14583,United Kingdom,0.19
577315,20996,JAZZ HEARTS ADDRESS BOOK,1,11/18/2011 13:25:00,0.19,17811,United Kingdom,0.19
559921,20996,JAZZ HEARTS ADDRESS BOOK,1,7/13/2011 15:42:00,0.19,13667,United Kingdom,0.19
563328,20996,JAZZ HEARTS ADDRESS BOOK,1,8/15/2011 13:07:00,0.19,14606,United Kingdom,0.19
581469,22543,MINI JIGSAW BAKE A CAKE ,1,12/8/2011 19:28:00,0.19,14606,United Kingdom,0.19
581414,22539,MINI JIGSAW DOLLY GIRL,1,12/8/2011 14:39:00,0.19,14730,United Kingdom,0.19
580672,22546,MINI JIGSAW PURDEY,1,12/5/2011 14:29:00,0.19,17920,United Kingdom,0.19
581405,22544,MINI JIGSAW SPACEBOY,1,12/8/2011 13:50:00,0.19,13521,United Kingdom,0.19
581405,22343,PARTY PIZZA DISH RED RETROSPOT,1,12/8/2011 13:50:00,0.19,13521,United Kingdom,0.19
561874,37462E,"PET MUG, GOLDFISH",1,7/31/2011 12:02:00,0.19,16255,United Kingdom,0.19
581425,90089,PINK CRYSTAL SKULL PHONE CHARM,1,12/8/2011 15:31:00,0.19,14796,United Kingdom,0.19
527065,35607A,PINK FLUFFY CHRISTMAS DECORATION,1,10/14/2010 13:57:00,0.19,17751,United Kingdom,0.19
515569,35607A,PINK FLUFFY CHRISTMAS DECORATION,1,7/13/2010 12:33:00,0.19,14461,United Kingdom,0.19
498160,35607A,PINK FLUFFY CHRISTMAS DECORATION,1,2/17/2010 11:58:00,0.19,15911,United Kingdom,0.19
578045,79063D,"RETRO PILL BOX , REVOLUTIONARY",1,11/22/2011 14:43:00,0.19,17297,United Kingdom,0.19
578998,79063D,"RETRO PILL BOX , REVOLUTIONARY",1,11/27/2011 16:05:00,0.19,15436,United Kingdom,0.19
578954,79063D,"RETRO PILL BOX , REVOLUTIONARY",1,11/27/2011 15:02:00,0.19,15054,United Kingdom,0.19
578998,79063D,"RETRO PILL BOX , REVOLUTIONARY",1,11/27/2011 16:05:00,0.19,15436,United Kingdom,0.19
570410,79063D,"RETRO PILL BOX , REVOLUTIONARY",1,10/10/2011 13:04:00,0.19,16776,United Kingdom,0.19
578954,79063C,"RETRO PILL BOX KEY CHAIN,THE KING",1,11/27/2011 15:02:00,0.19,15054,United Kingdom,0.19
561661,79063C,"RETRO PILL BOX KEY CHAIN,THE KING",1,7/28/2011 16:21:00,0.19,12743,Unspecified,0.19
558711,79063C,"RETRO PILL BOX KEY CHAIN,THE KING",1,7/1/2011 13:05:00,0.19,15483,United Kingdom,0.19
578045,79063C,"RETRO PILL BOX KEY CHAIN,THE KING",1,11/22/2011 14:43:00,0.19,17297,United Kingdom,0.19
581405,79063C,"RETRO PILL BOX KEY CHAIN,THE KING",1,12/8/2011 13:50:00,0.19,13521,United Kingdom,0.19
559993,81953B,ROUND BLUE CLOCK WITH SUCKER,1,7/14/2011 12:42:00,0.19,14716,United Kingdom,0.19
559894,81953B,ROUND BLUE CLOCK WITH SUCKER,1,7/13/2011 12:06:00,0.19,14159,United Kingdom,0.19
560828,81952B,ROUND BLUE CLOCK WITH SUCKER,1,7/21/2011 11:55:00,0.19,14298,United Kingdom,0.19
560359,81953B,ROUND BLUE CLOCK WITH SUCKER,1,7/18/2011 11:47:00,0.19,14159,United Kingdom,0.19
569521,81952V,ROUND PURPLE CLOCK WITH SUCKER,1,10/4/2011 14:33:00,0.19,16474,United Kingdom,0.19
569521,81952V,ROUND PURPLE CLOCK WITH SUCKER,1,10/4/2011 14:33:00,0.19,16474,United Kingdom,0.19
572309,81952V,ROUND PURPLE CLOCK WITH SUCKER,1,10/23/2011 15:29:00,0.19,14432,United Kingdom,0.19
568183,81952V,ROUND PURPLE CLOCK WITH SUCKER,1,9/25/2011 13:47:00,0.19,13991,United Kingdom,0.19
568183,81952V,ROUND PURPLE CLOCK WITH SUCKER,1,9/25/2011 13:47:00,0.19,13991,United Kingdom,0.19
566730,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1,9/14/2011 13:31:00,0.19,14606,United Kingdom,0.19
565329,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1,9/2/2011 13:54:00,0.19,14606,United Kingdom,0.19
558707,21084,SET/6 COLLAGE PAPER CUPS,1,7/1/2011 12:58:00,0.19,12748,United Kingdom,0.19
570455,21084,SET/6 COLLAGE PAPER CUPS,1,10/10/2011 15:27:00,0.19,14529,United Kingdom,0.19
551983,21089,SET/6 GREEN SPRING PAPER CUPS,1,5/5/2011 14:32:00,0.19,17735,United Kingdom,0.19
549251,21087,SET/6 POSIES PAPER CUPS,1,4/7/2011 12:16:00,0.19,14449,United Kingdom,0.19
574714,35954,SMALL FOLKART STAR CHRISTMAS DEC,1,11/6/2011 14:29:00,0.19,15427,United Kingdom,0.19
570455,22338,STAR DECORATION PAINTED ZINC ,1,10/10/2011 15:27:00,0.19,14529,United Kingdom,0.19
577536,22338,STAR DECORATION PAINTED ZINC ,1,11/20/2011 14:14:00,0.19,15850,United Kingdom,0.19
580256,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,1,12/2/2011 12:24:00,0.19,14688,United Kingdom,0.19
492593,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,1,12/17/2009 15:44:00,0.19,15917,United Kingdom,0.19
573029,16011,ANIMAL STICKERS,1,10/27/2011 13:33:00,0.21,14971,United Kingdom,0.21
526268,16011,ANIMAL STICKERS,1,10/11/2010 10:58:00,0.21,14651,United Kingdom,0.21
494359,44234,ASSORTED CIRCULAR MOBILE,1,1/13/2010 15:24:00,0.21,17962,United Kingdom,0.21
511295,44234,ASSORTED CIRCULAR MOBILE,1,6/7/2010 15:05:00,0.21,15551,United Kingdom,0.21
565426,44234,ASSORTED CIRCULAR MOBILE,1,9/4/2011 12:41:00,0.21,12851,United Kingdom,0.21
581571,44234,ASSORTED CIRCULAR MOBILE,1,12/9/2011 12:00:00,0.21,15311,United Kingdom,0.21
522090,44234,ASSORTED CIRCULAR MOBILE,1,9/12/2010 12:46:00,0.21,16799,United Kingdom,0.21
558709,44234,ASSORTED CIRCULAR MOBILE,1,7/1/2011 13:02:00,0.21,17338,United Kingdom,0.21
494359,44234,ASSORTED CIRCULAR MOBILE,1,1/13/2010 15:24:00,0.21,17962,United Kingdom,0.21
504901,44234,ASSORTED CIRCULAR MOBILE,1,4/18/2010 15:34:00,0.21,16921,United Kingdom,0.21
494359,44234,ASSORTED CIRCULAR MOBILE,1,1/13/2010 15:24:00,0.21,17962,United Kingdom,0.21
565426,44234,ASSORTED CIRCULAR MOBILE,1,9/4/2011 12:41:00,0.21,12851,United Kingdom,0.21
491893,44234,ASSORTED CIRCULAR MOBILE,1,12/14/2009 15:17:00,0.21,16805,United Kingdom,0.21
580284,44234,ASSORTED CIRCULAR MOBILE,1,12/2/2011 13:21:00,0.21,15311,United Kingdom,0.21
565426,44234,ASSORTED CIRCULAR MOBILE,1,9/4/2011 12:41:00,0.21,12851,United Kingdom,0.21
515916,17096,ASSORTED LAQUERED INCENSE HOLDERS,1,7/15/2010 13:32:00,0.21,15542,United Kingdom,0.21
506556,17096,ASSORTED LAQUERED INCENSE HOLDERS,1,4/30/2010 11:28:00,0.21,14994,United Kingdom,0.21
506556,17096,ASSORTED LAQUERED INCENSE HOLDERS,1,4/30/2010 11:28:00,0.21,14994,United Kingdom,0.21
515916,17096,ASSORTED LAQUERED INCENSE HOLDERS,1,7/15/2010 13:32:00,0.21,15542,United Kingdom,0.21
511047,84270,ASSTD DESIGN BUBBLE GUM RING,1,6/6/2010 11:38:00,0.21,14573,United Kingdom,0.21
493974,17136A,BLUE STONES ON WIRE FOR CANDLE,1,1/10/2010 11:12:00,0.21,16787,United Kingdom,0.21
495921,17136A,BLUE STONES ON WIRE FOR CANDLE,1,1/27/2010 14:03:00,0.21,15311,United Kingdom,0.21
527344,84598,BOYS ALPHABET IRON ON PATCHES,1,10/15/2010 15:38:00,0.21,13069,United Kingdom,0.21
497501,17003,BROCADE RING PURSE ,1,2/10/2010 11:14:00,0.21,14606,United Kingdom,0.21
511970,17003,BROCADE RING PURSE ,1,6/11/2010 13:59:00,0.21,18022,United Kingdom,0.21
495193,17003,BROCADE RING PURSE ,1,1/21/2010 15:02:00,0.21,14606,United Kingdom,0.21
491435,17003,BROCADE RING PURSE ,1,12/11/2009 10:10:00,0.21,14606,United Kingdom,0.21
531435,17003,BROCADE RING PURSE ,1,11/8/2010 12:06:00,0.21,14688,United Kingdom,0.21
498389,17003,BROCADE RING PURSE ,1,2/18/2010 14:43:00,0.21,14606,United Kingdom,0.21
529981,21829,DINOSAUR KEYRINGS ASSORTED,1,10/31/2010 15:31:00,0.21,16686,United Kingdom,0.21
543397,21829,DINOSAUR KEYRINGS ASSORTED,1,2/8/2011 10:32:00,0.21,17859,United Kingdom,0.21
